route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,696032,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,696033,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,696034,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,696035,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,696036,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,696037,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,696038,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,696039,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,696040,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,696041,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,696042,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,1148300,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,1148301,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,1148302,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,1148303,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,1148304,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,1148305,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,1148306,Vana-Pääsküla,Väike-Õismäe - Vana-Pääsküla,A>B,33480,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,63730,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,63754,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,63768,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,63793,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,63817,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,63842,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379194,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379195,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379196,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379197,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379198,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379199,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379200,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379201,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,379202,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379207,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379208,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379209,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379210,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379211,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379212,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379213,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379214,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7626,379215,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,379221,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,379222,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,379223,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7627,379224,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379228,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379229,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379230,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379231,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379232,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379233,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379234,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379235,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7628,379236,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379241,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379242,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379243,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379244,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379245,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379246,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379247,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379248,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7629,379249,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,379254,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,379255,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,379256,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7630,379257,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,379261,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,379262,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,379263,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7631,379264,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
298f6bffc1ba1c098dd1b3f903a0ca8a,7625,660702,Väike-Õismäe parkla,Vana-Pääsküla - Väike-Õismäe,B>A,33481,1
